id_a,id_b,sha_a,sha_b,sim_score,error_types_a,error_types_b
295,207,d6626e5de246cce87651793060322ff1b3f7e0c0,b55b03d12d1c33d6fb57e3c36aad243bb089b41c,0.6866,Import Error,Type Checking|Import Error
159,165,1da36493c0905f61ee6fa58ebf792f993d3579dc,344c0994f4fce22a64ad9c57270679e51b8e66e6,0.6865,Import Error|Type Checking,Type Checking|Import Error
74,295,c434e89bee35d93f4e741c32dc36c5a9a68404df,d6626e5de246cce87651793060322ff1b3f7e0c0,0.6864,Type Checking|Import Error,Import Error
75,87,ca75b3dc2cfaf4d6a9409109f10b285bdf6a8097,f6f8da08fb440f8856510d0837876c41eb182dfc,0.6863,Type Checking,Type Checking
107,117,44cc14aa3f36dbd14049106933dcd12bdb1fead4,a6517d5fc23bbb6be3424924264025b961df3fe2,0.6863,Type Checking,Code Styling|Type Checking
463,486,769e78aa95c081c96ab52c3fb449b6230bb245db,b5b9507e0e063bd08038c29b13d10a09e66a198d,0.6862,Code Formatting,Code Styling
107,114,44cc14aa3f36dbd14049106933dcd12bdb1fead4,78131a41338361909ae6e81399a5eac2579498bf,0.6858,Type Checking,Dependency Error|Type Checking
181,192,6fe4e00e8863c8da28d241cb65632725de6db64b,8474427eeab92e28766b8051d92e6b46379581e9,0.6855,Code Styling|Import Error,Code Styling|Import Error
74,152,c434e89bee35d93f4e741c32dc36c5a9a68404df,110e09997f8a22a617e261dec9e301129bbead65,0.6853,Type Checking|Import Error,Test Failure|Type Checking
180,206,6f19da809ef086cec3d81173f2c1b849e81c896d,aef89d7979ff37db1e5e5a75265767e0c460b0ba,0.6853,Type Checking,Type Checking
296,186,f6adbaa7d295c83c481fbd8ad452eb1883f42a2c,7da71b58b1eb9b56ac1b4423afd9da61679a706e,0.6851,Import Error|Code Styling,Import Error|Code Styling
197,200,98c0877ed94c574c7a6eae2f2eb662bfcef1ba87,a19827aa499277f65d5314ace68e2ddee7a25f4c,0.6851,Test Failure|Type Checking,Type Checking|Test Failure
445,455,02237e2a7e177390256eef0d1beb3a0a8c942acc,46e4e85039f556a4ddb395d794a161e99045f6ec,0.6851,Code Formatting,Code Formatting
31,32,2a59b55e6124b33dca7f48c12845c78130b20fd5,2f0605c9ec79b7a675728cb525ad55b36ade2e93,0.6851,Code Styling,Code Styling
545,546,c6e622ac4765055bd95f5358a6f19ed3970da9b4,dcba90e30c60bdb723989d610211052f9034bdc8,0.6849,Environment Error|Test Failure,Environment Error|Test Failure
84,207,ede117552a48bee7f674fbfab87d9586f2fabe19,b55b03d12d1c33d6fb57e3c36aad243bb089b41c,0.6848,Import Error|Type Checking,Type Checking|Import Error
113,118,6aee1d58e8ce6402c48325c8c479dae84596d352,a7a139ca8f5d0acdebb205d469166fbe034c2372,0.6847,Type Checking,Type Checking
78,184,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.6846,Import Error|Type Checking,Import Error|Type Checking
78,199,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,9ebc254bb14ed052a0ac459d8c109ae8e0c12233,0.6846,Import Error|Type Checking,Code Styling|Import Error
165,184,344c0994f4fce22a64ad9c57270679e51b8e66e6,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.6846,Type Checking|Import Error,Import Error|Type Checking
480,495,9f86e5eaae5340895bc2ff917672bb3d0b8c8a3c,f20dec3285bbb18784f228e767f58580cdbc5251,0.6844,Network,Network
280,309,219bc58c7f1bfe425ddc1d628ff5cda9639afc1e,064c3b62f835ae5315b5893b3b4bd98b54e34ffa,0.6842,Code Formatting,Code Formatting
156,186,1a6efefa726610d7ca262beb8e6adf1607829dbb,7da71b58b1eb9b56ac1b4423afd9da61679a706e,0.6839,Type Checking|Import Error,Import Error|Code Styling
152,156,110e09997f8a22a617e261dec9e301129bbead65,1a6efefa726610d7ca262beb8e6adf1607829dbb,0.6838,Test Failure|Type Checking,Type Checking|Import Error
506,514,80fe937279863ecf49a66640859a9d9dd17ec23b,9c2fddfc969337f28739a65dcbed6d3ca0e65d6e,0.6837,Code Styling,Code Formatting
74,201,c434e89bee35d93f4e741c32dc36c5a9a68404df,a4f765fa10f5588775b757a3b3bafb3194f8ac86,0.6836,Type Checking|Import Error,Import Error|Type Checking
525,531,33e5d459bac7a0bbc907a8e48c36565a9c5b7cc6,6bba89ef571ce4e6cc51725bb6f64080153e0f0a,0.6836,Test Failure,Test Failure
378,383,b80cb885466e25f0de4304f14493d6cff6c7ba20,bbe646cb38f74b164402f9eac9ee486176f22b8d,0.6834,Test Failure,Test Failure
507,508,82fe739a979a58067738c7f97cbb8444f12277d5,845e83099b5364b6bede874608bdad62ac318bc9,0.6833,Type Checking|Code Styling,Type Checking
91,177,ff8929ce168fb87cf50f6a52e4cc3b12b8fd5e2e,69a56c3a1a48f96da4e8c6f71b19dfd71f3f2b8c,0.683,Import Error|Code Styling,Code Styling
186,202,7da71b58b1eb9b56ac1b4423afd9da61679a706e,a52d22193b0ad09104ad4afdc6adddffeb5b8894,0.6829,Import Error|Code Styling,Type Checking|Import Error
89,207,fb10c6e8e2f7ca6d855f8cfeda8bae8f4a644e7c,b55b03d12d1c33d6fb57e3c36aad243bb089b41c,0.6826,Import Error|Type Checking,Type Checking|Import Error
113,115,6aee1d58e8ce6402c48325c8c479dae84596d352,992b9a36ee14ce62ac8639c1ec88ba83e375e525,0.6826,Type Checking,Type Checking
79,205,da9d2e853bd3c3111d4d8864906975c75f7e9888,ae364459a503a2867eeef3ede75f24ad3b5d5839,0.6825,Type Checking|Import Error,Import Error
89,202,fb10c6e8e2f7ca6d855f8cfeda8bae8f4a644e7c,a52d22193b0ad09104ad4afdc6adddffeb5b8894,0.6825,Import Error|Type Checking,Type Checking|Import Error
82,177,e22825fa77b3e549db08147a90c061e695726fb2,69a56c3a1a48f96da4e8c6f71b19dfd71f3f2b8c,0.6822,Code Styling,Code Styling
133,132,166f99e7023eb1ab623926aa8ce743e7fb2a6d50,1559358d5679d353417ef140c1894997b4c7160f,0.6821,Type Checking,Type Checking
337,333,d1fc8665c79e298c95cecc5e770fd2454ff5aada,95dd5bb1f7ae87cf5ab482420b4dd72454165ff3,0.6821,Static Analysis,Static Analysis
464,493,770f97a0a0b3f9c8a1e7f4b55ad99376197e28f2,e693b7399ee5911784f4ac4defb28baf9587f984,0.6819,Code Styling,Code Styling
175,186,67b1780b01f5d7461dc9b3d189d25acecbdb171d,7da71b58b1eb9b56ac1b4423afd9da61679a706e,0.6816,Type Checking|Import Error|Code Styling,Import Error|Code Styling
506,507,80fe937279863ecf49a66640859a9d9dd17ec23b,82fe739a979a58067738c7f97cbb8444f12277d5,0.6815,Code Styling,Type Checking|Code Styling
78,203,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,ac2b8825370e010e3875415296d16506d231bb90,0.6813,Import Error|Type Checking,Type Checking|Import Error
295,205,d6626e5de246cce87651793060322ff1b3f7e0c0,ae364459a503a2867eeef3ede75f24ad3b5d5839,0.6812,Import Error,Import Error
160,199,233c76da6b91def1e9d09a3fe170578c0bded0aa,9ebc254bb14ed052a0ac459d8c109ae8e0c12233,0.6806,Code Styling,Code Styling|Import Error
199,207,9ebc254bb14ed052a0ac459d8c109ae8e0c12233,b55b03d12d1c33d6fb57e3c36aad243bb089b41c,0.6805,Code Styling|Import Error,Type Checking|Import Error
502,508,76dde6d520faf6beef94f3522da08d2fd6d0d372,845e83099b5364b6bede874608bdad62ac318bc9,0.6804,Type Checking,Type Checking
78,152,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,110e09997f8a22a617e261dec9e301129bbead65,0.6802,Import Error|Type Checking,Test Failure|Type Checking
74,200,c434e89bee35d93f4e741c32dc36c5a9a68404df,a19827aa499277f65d5314ace68e2ddee7a25f4c,0.68,Type Checking|Import Error,Type Checking|Test Failure
152,186,110e09997f8a22a617e261dec9e301129bbead65,7da71b58b1eb9b56ac1b4423afd9da61679a706e,0.6798,Test Failure|Type Checking,Import Error|Code Styling
150,193,073ad2a4332ae2ea545fd18c601fdf2171d150c6,84d26c4b6b5881367cdabfc56d29b50389f1ba92,0.6796,Type Checking|Import Error,Import Error|Type Checking
168,176,3a9a0b4124d28c2f4735ffad30b83bf4b1c82477,6865351833c002710b5e861a4ff6bc05b74afd4b,0.6796,Import Error|Code Styling|Type Checking,Code Styling|Import Error
78,153,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,16c6139ab089f3cd774175cc7a5bc2e0cbd52699,0.6793,Import Error|Type Checking,Import Error|Type Checking
197,207,98c0877ed94c574c7a6eae2f2eb662bfcef1ba87,b55b03d12d1c33d6fb57e3c36aad243bb089b41c,0.6793,Test Failure|Type Checking,Type Checking|Import Error
459,482,6af171ff8190efbbd9b72aa19b11564279fd37f2,a55d718a92a401e1e0f9d9ad56a588f5ec072d74,0.6793,Network,Network
479,495,9df3e7857276b4804d1fadc0c33b4df0c6e5c254,f20dec3285bbb18784f228e767f58580cdbc5251,0.6792,Network,Network
500,518,6ddeb2324ee74fde5f816427b0a2c933e1205d12,a45d6ed960156b41ffc8168a07719c49655cf40b,0.679,Code Styling|Type Checking,Code Styling|Type Checking
75,85,ca75b3dc2cfaf4d6a9409109f10b285bdf6a8097,f06bfb4ef15132a04a3983b4aa40f2e385ef7c04,0.6788,Type Checking,Type Checking
159,184,1da36493c0905f61ee6fa58ebf792f993d3579dc,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.6785,Import Error|Type Checking,Import Error|Type Checking
181,191,6fe4e00e8863c8da28d241cb65632725de6db64b,840ad511b904f43678ec438464deb893fda58c8b,0.6784,Code Styling|Import Error,Code Styling|Import Error
192,205,8474427eeab92e28766b8051d92e6b46379581e9,ae364459a503a2867eeef3ede75f24ad3b5d5839,0.6784,Code Styling|Import Error,Import Error
175,207,67b1780b01f5d7461dc9b3d189d25acecbdb171d,b55b03d12d1c33d6fb57e3c36aad243bb089b41c,0.6782,Type Checking|Import Error|Code Styling,Type Checking|Import Error
479,490,9df3e7857276b4804d1fadc0c33b4df0c6e5c254,c2b5e0bfc9cbe7e066893953cb5a06851e303a54,0.6782,Network,Network
87,195,f6f8da08fb440f8856510d0837876c41eb182dfc,96cab6eebb5bd0c37a60a93f3e3495fdb08793f9,0.678,Type Checking,Type Checking
76,152,d1e88b8766d152d7d4e7911a0072591db1eb4bcd,110e09997f8a22a617e261dec9e301129bbead65,0.6779,Import Error|Type Checking|Code Styling,Test Failure|Type Checking
80,165,dc07b7a4e5314d29edb7e9c30d36e12a6dec3dd7,344c0994f4fce22a64ad9c57270679e51b8e66e6,0.6776,Test Failure|Type Checking,Type Checking|Import Error
378,380,b80cb885466e25f0de4304f14493d6cff6c7ba20,b9f8134e8fde8560545d73ff924ed9ed7e490ef9,0.6776,Test Failure,Test Failure
508,513,845e83099b5364b6bede874608bdad62ac318bc9,9bb69bd3d47cee279dd2a63d65476ad37d0398dd,0.6776,Type Checking,Type Checking
335,333,abc695c3074f1400432fd74ecc75d50f439147b3,95dd5bb1f7ae87cf5ab482420b4dd72454165ff3,0.6776,Static Analysis,Static Analysis
86,156,f2436c62292765f014a0dd30a013035abd13c33f,1a6efefa726610d7ca262beb8e6adf1607829dbb,0.6775,Type Checking|Import Error,Type Checking|Import Error
89,172,fb10c6e8e2f7ca6d855f8cfeda8bae8f4a644e7c,55c8c01643e65d53cf29664e5d5dc6d7307272d6,0.6775,Import Error|Type Checking,Test Failure|Type Checking
418,419,ed81322247e526f87264c1f8b8e067307cf4a2e3,f35834221f9415921e1e7f49ecd2db4fb92e1daf,0.6775,Dependency,Dependency
184,186,7b8834b321a97bc57d7a5ac82680c24aff793b91,7da71b58b1eb9b56ac1b4423afd9da61679a706e,0.6772,Import Error|Type Checking,Import Error|Code Styling
331,332,6964fcd4152f54ef1091ddb84a102bde8ba8c12f,8dc44333c309188f0a8337f20af6f2c01313b0de,0.6772,Static Analysis,Static Analysis
87,164,f6f8da08fb440f8856510d0837876c41eb182dfc,33ed019c7f623b9fb89b1430b38c7e7a7aefa57c,0.677,Type Checking,Type Checking
529,546,511a9296c9215864baf1a1a7ae843ccfa0efdfd9,dcba90e30c60bdb723989d610211052f9034bdc8,0.677,Environment Error|Runtime Error|Test Failure,Environment Error|Test Failure
76,205,d1e88b8766d152d7d4e7911a0072591db1eb4bcd,ae364459a503a2867eeef3ede75f24ad3b5d5839,0.6766,Import Error|Type Checking|Code Styling,Import Error
459,480,6af171ff8190efbbd9b72aa19b11564279fd37f2,9f86e5eaae5340895bc2ff917672bb3d0b8c8a3c,0.6766,Network,Network
108,119,44eb41928c49ec0438728ea76283495461dc2e19,af6a0b457a537777e1e18111b49dbe9abfffb2cd,0.6766,Code Styling,Code Styling|Network Error
84,192,ede117552a48bee7f674fbfab87d9586f2fabe19,8474427eeab92e28766b8051d92e6b46379581e9,0.6762,Import Error|Type Checking,Code Styling|Import Error
135,137,668b6127c95ae34b03f404321b94337c846166d2,7c228365e8de18c41dfe96d6035bc7c528663f2b,0.6762,Type Checking,Type Checking
409,417,d1d58073979cfb6eb10b25f18aa061b137c20c3a,ec5fbc16becebb97e5635f2522fcdad3e2340023,0.676,Dependency Error,Dependency Error
187,192,7efb1f09096dd41ea09b30ceb17746686931d1cf,8474427eeab92e28766b8051d92e6b46379581e9,0.6758,Code Styling|Import Error,Code Styling|Import Error
73,187,c27ea5332c1d979ad2fc0c2b09ff571c9538f423,7efb1f09096dd41ea09b30ceb17746686931d1cf,0.6757,Import Error,Code Styling|Import Error
475,482,9388a2af668cc9def219ceca43c66a649bdc69d0,a55d718a92a401e1e0f9d9ad56a588f5ec072d74,0.6756,Network,Network
513,515,9bb69bd3d47cee279dd2a63d65476ad37d0398dd,9f1e1bd929f24c15a85450be0835ca82fa187cd2,0.6756,Type Checking,Type Checking
78,202,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,a52d22193b0ad09104ad4afdc6adddffeb5b8894,0.675,Import Error|Type Checking,Type Checking|Import Error
78,205,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,ae364459a503a2867eeef3ede75f24ad3b5d5839,0.6747,Import Error|Type Checking,Import Error
152,193,110e09997f8a22a617e261dec9e301129bbead65,84d26c4b6b5881367cdabfc56d29b50389f1ba92,0.6747,Test Failure|Type Checking,Import Error|Type Checking
517,518,a33b26d8520a396ba5dd2de736b63046422ca368,a45d6ed960156b41ffc8168a07719c49655cf40b,0.6745,Code Styling|Type Checking,Code Styling|Type Checking
527,535,459cfd9a9110080f68d50b9ae3b63fa17b0f2f0c,917c6c79402d69402ae4d4229f9a44cb49bf6867,0.6744,Environment Error|Test Failure,Environment Error
89,183,fb10c6e8e2f7ca6d855f8cfeda8bae8f4a644e7c,78c5d662bf2145c91356e5185db05a17950b3dc4,0.6743,Import Error|Type Checking,Type Checking|Import Error
79,184,da9d2e853bd3c3111d4d8864906975c75f7e9888,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.6742,Type Checking|Import Error,Import Error|Type Checking
172,183,55c8c01643e65d53cf29664e5d5dc6d7307272d6,78c5d662bf2145c91356e5185db05a17950b3dc4,0.674,Test Failure|Type Checking,Type Checking|Import Error
172,197,55c8c01643e65d53cf29664e5d5dc6d7307272d6,98c0877ed94c574c7a6eae2f2eb662bfcef1ba87,0.674,Test Failure|Type Checking,Test Failure|Type Checking
75,195,ca75b3dc2cfaf4d6a9409109f10b285bdf6a8097,96cab6eebb5bd0c37a60a93f3e3495fdb08793f9,0.6738,Type Checking,Type Checking
157,189,1c533e0065df6fa2c1c75c23125cdc5e8c12ce3c,82609349d7098fd5ad1c71f0e057f50cd0074404,0.6738,Import Error|Code Styling,Code Styling|Import Error
77,192,d340b3a337398d539f38101282d09dd5e9966354,8474427eeab92e28766b8051d92e6b46379581e9,0.6737,Import Error,Code Styling|Import Error
168,204,3a9a0b4124d28c2f4735ffad30b83bf4b1c82477,acdbed3f7aacf32067b3353d653825efd06caeac,0.6731,Import Error|Code Styling|Type Checking,Import Error|Type Checking
73,76,c27ea5332c1d979ad2fc0c2b09ff571c9538f423,d1e88b8766d152d7d4e7911a0072591db1eb4bcd,0.6727,Import Error,Import Error|Type Checking|Code Styling
78,159,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,1da36493c0905f61ee6fa58ebf792f993d3579dc,0.6725,Import Error|Type Checking,Import Error|Type Checking
167,186,39d992d415c335b61f670c31a68c0edc578e5062,7da71b58b1eb9b56ac1b4423afd9da61679a706e,0.6725,Import Error|Type Checking,Import Error|Code Styling
75,206,ca75b3dc2cfaf4d6a9409109f10b285bdf6a8097,aef89d7979ff37db1e5e5a75265767e0c460b0ba,0.6724,Type Checking,Type Checking
566,567,0ca45f6bc5636846b3aeaf10321cb07218bc23f3,0d95b133ddb0fa253ec05ebaeef9ec901c6f7237,0.6724,Test Failure,Test Failure
75,208,ca75b3dc2cfaf4d6a9409109f10b285bdf6a8097,b71bbb2badf2b10a82cbf28201187592972c377d,0.6722,Type Checking,Type Checking
86,202,f2436c62292765f014a0dd30a013035abd13c33f,a52d22193b0ad09104ad4afdc6adddffeb5b8894,0.6722,Type Checking|Import Error,Type Checking|Import Error
78,209,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,b9a749745c9e91ee446a6ebdda7640d49cac8027,0.672,Import Error|Type Checking,Test Failure|Type Checking
157,205,1c533e0065df6fa2c1c75c23125cdc5e8c12ce3c,ae364459a503a2867eeef3ede75f24ad3b5d5839,0.672,Import Error|Code Styling,Import Error
334,333,a1741388832b295ac6f4f031820ea292f484c64a,95dd5bb1f7ae87cf5ab482420b4dd72454165ff3,0.6717,Static Analysis,Static Analysis
78,192,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,8474427eeab92e28766b8051d92e6b46379581e9,0.6716,Import Error|Type Checking,Code Styling|Import Error
375,432,248a0b8e6a790d65a3e47ce1972967cdf5baf786,cec8c72b4609f69a21bebd233c2662fa7bdd078b,0.6715,Linting,Linting
544,545,c69fd6009fd8b027305163e7e4200f6ad67af95a,c6e622ac4765055bd95f5358a6f19ed3970da9b4,0.6713,Environment Error|Test Failure,Environment Error|Test Failure
78,175,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,67b1780b01f5d7461dc9b3d189d25acecbdb171d,0.6711,Import Error|Type Checking,Type Checking|Import Error|Code Styling
479,482,9df3e7857276b4804d1fadc0c33b4df0c6e5c254,a55d718a92a401e1e0f9d9ad56a588f5ec072d74,0.6709,Network,Network
82,198,e22825fa77b3e549db08147a90c061e695726fb2,9b52669238946cd01f9cc5e99a4b6babf0942cdf,0.6703,Code Styling,Code Styling
89,193,fb10c6e8e2f7ca6d855f8cfeda8bae8f4a644e7c,84d26c4b6b5881367cdabfc56d29b50389f1ba92,0.6703,Import Error|Type Checking,Import Error|Type Checking
184,204,7b8834b321a97bc57d7a5ac82680c24aff793b91,acdbed3f7aacf32067b3353d653825efd06caeac,0.6703,Import Error|Type Checking,Import Error|Type Checking
529,545,511a9296c9215864baf1a1a7ae843ccfa0efdfd9,c6e622ac4765055bd95f5358a6f19ed3970da9b4,0.6699,Environment Error|Runtime Error|Test Failure,Environment Error|Test Failure
83,207,e36b14dc3ee04beb3f0d8c2b89252eb864ea5c1a,b55b03d12d1c33d6fb57e3c36aad243bb089b41c,0.6697,Type Checking|Import Error,Type Checking|Import Error
172,175,55c8c01643e65d53cf29664e5d5dc6d7307272d6,67b1780b01f5d7461dc9b3d189d25acecbdb171d,0.6696,Test Failure|Type Checking,Type Checking|Import Error|Code Styling
140,132,c9766a5e3d0c982cd148a391e63fb0f7c386b17e,1559358d5679d353417ef140c1894997b4c7160f,0.6695,Type Checking,Type Checking
89,204,fb10c6e8e2f7ca6d855f8cfeda8bae8f4a644e7c,acdbed3f7aacf32067b3353d653825efd06caeac,0.6694,Import Error|Type Checking,Import Error|Type Checking
195,206,96cab6eebb5bd0c37a60a93f3e3495fdb08793f9,aef89d7979ff37db1e5e5a75265767e0c460b0ba,0.6694,Type Checking,Type Checking
463,493,769e78aa95c081c96ab52c3fb449b6230bb245db,e693b7399ee5911784f4ac4defb28baf9587f984,0.6693,Code Formatting,Code Styling
79,186,da9d2e853bd3c3111d4d8864906975c75f7e9888,7da71b58b1eb9b56ac1b4423afd9da61679a706e,0.6692,Type Checking|Import Error,Import Error|Code Styling
79,202,da9d2e853bd3c3111d4d8864906975c75f7e9888,a52d22193b0ad09104ad4afdc6adddffeb5b8894,0.6692,Type Checking|Import Error,Type Checking|Import Error
507,515,82fe739a979a58067738c7f97cbb8444f12277d5,9f1e1bd929f24c15a85450be0835ca82fa187cd2,0.6692,Type Checking|Code Styling,Type Checking
86,183,f2436c62292765f014a0dd30a013035abd13c33f,78c5d662bf2145c91356e5185db05a17950b3dc4,0.6691,Type Checking|Import Error,Type Checking|Import Error
159,207,1da36493c0905f61ee6fa58ebf792f993d3579dc,b55b03d12d1c33d6fb57e3c36aad243bb089b41c,0.6689,Import Error|Type Checking,Type Checking|Import Error
77,189,d340b3a337398d539f38101282d09dd5e9966354,82609349d7098fd5ad1c71f0e057f50cd0074404,0.6687,Import Error,Code Styling|Import Error
150,168,073ad2a4332ae2ea545fd18c601fdf2171d150c6,3a9a0b4124d28c2f4735ffad30b83bf4b1c82477,0.6687,Type Checking|Import Error,Import Error|Code Styling|Type Checking
181,199,6fe4e00e8863c8da28d241cb65632725de6db64b,9ebc254bb14ed052a0ac459d8c109ae8e0c12233,0.6687,Code Styling|Import Error,Code Styling|Import Error
508,515,845e83099b5364b6bede874608bdad62ac318bc9,9f1e1bd929f24c15a85450be0835ca82fa187cd2,0.6686,Type Checking,Type Checking
471,491,8fd7325232883e144ae2afda75f0ae100f30fd20,c46ca36c8e3d00d736d38f01c0f716cd2cade957,0.6685,Code Styling,Code Formatting|Network Error
150,152,073ad2a4332ae2ea545fd18c601fdf2171d150c6,110e09997f8a22a617e261dec9e301129bbead65,0.6684,Type Checking|Import Error,Test Failure|Type Checking
535,541,917c6c79402d69402ae4d4229f9a44cb49bf6867,b83cb34fc3527b13da672608f375fedf557d6853,0.6684,Environment Error,Environment Error|Test Failure
29,31,616eb3b10db94cf4a4c209377f36b2ce995bd01c,2a59b55e6124b33dca7f48c12845c78130b20fd5,0.6684,Code Formatting,Code Styling
257,258,bbfcebbc60b0bc5d238af2941a175f019d5b2aa4,0b806e8ab76c7c89d77ba91d827fbe0d52ec97b0,0.6682,Code Styling|Dependency Error,Code Formatting|Dependency Error
88,184,fa597eab63defb9e7e146e73c6ee23fb00f16284,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.6681,Test Failure|Type Checking,Import Error|Type Checking
395,398,c1403f5eff1e82c734b26cd56894654dcee4d502,c2b2c04d2b5fdc5462e0db7eb8847aa85c31b5d9,0.6676,Type Checking,Type Checking
184,193,7b8834b321a97bc57d7a5ac82680c24aff793b91,84d26c4b6b5881367cdabfc56d29b50389f1ba92,0.6673,Import Error|Type Checking,Import Error|Type Checking
471,484,8fd7325232883e144ae2afda75f0ae100f30fd20,ae9efd4a08b946413fb9953a389df6d548068066,0.6672,Code Styling,Code Formatting
73,186,c27ea5332c1d979ad2fc0c2b09ff571c9538f423,7da71b58b1eb9b56ac1b4423afd9da61679a706e,0.6671,Import Error,Import Error|Code Styling
140,133,c9766a5e3d0c982cd148a391e63fb0f7c386b17e,166f99e7023eb1ab623926aa8ce743e7fb2a6d50,0.6671,Type Checking,Type Checking
78,86,d78ebf9508e112a8d2526ec26bcc37d8e8a2bfa2,f2436c62292765f014a0dd30a013035abd13c33f,0.6665,Import Error|Type Checking,Type Checking|Import Error
177,176,69a56c3a1a48f96da4e8c6f71b19dfd71f3f2b8c,6865351833c002710b5e861a4ff6bc05b74afd4b,0.6664,Code Styling,Code Styling|Import Error
183,184,78c5d662bf2145c91356e5185db05a17950b3dc4,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.6663,Type Checking|Import Error,Import Error|Type Checking
504,518,7b5ea73b4d5ae96d3e764a48f2d123c35e4295d2,a45d6ed960156b41ffc8168a07719c49655cf40b,0.6663,Code Styling|Type Checking,Code Styling|Type Checking
414,419,e067bbd31dc6889b33989fa6f38609e9e58969a0,f35834221f9415921e1e7f49ecd2db4fb92e1daf,0.6662,Dependency,Dependency
155,172,1a41bfdce3fbdd13b1269f0acc04885762c39dd1,55c8c01643e65d53cf29664e5d5dc6d7307272d6,0.6658,Type Checking|Import Error,Test Failure|Type Checking
74,184,c434e89bee35d93f4e741c32dc36c5a9a68404df,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.6656,Type Checking|Import Error,Import Error|Type Checking
90,184,ff5106ea7e8f83cb7a85bbee6f2299ac736ac860,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.6655,Type Checking|Test Failure,Import Error|Type Checking
330,338,34d266419c7e9ea075d674394e5fa567c2720d08,e2105a08c4f170a19caf838d8a84e13271a77334,0.6655,Code Styling,Code Styling
76,202,d1e88b8766d152d7d4e7911a0072591db1eb4bcd,a52d22193b0ad09104ad4afdc6adddffeb5b8894,0.6654,Import Error|Type Checking|Code Styling,Type Checking|Import Error
86,90,f2436c62292765f014a0dd30a013035abd13c33f,ff5106ea7e8f83cb7a85bbee6f2299ac736ac860,0.6652,Type Checking|Import Error,Type Checking|Test Failure
162,187,3045ad82fb7ebc1182bf5d0a1d64713bec621512,7efb1f09096dd41ea09b30ceb17746686931d1cf,0.6648,Code Styling|Import Error,Code Styling|Import Error
332,335,8dc44333c309188f0a8337f20af6f2c01313b0de,abc695c3074f1400432fd74ecc75d50f439147b3,0.6648,Static Analysis,Static Analysis
175,184,67b1780b01f5d7461dc9b3d189d25acecbdb171d,7b8834b321a97bc57d7a5ac82680c24aff793b91,0.6646,Type Checking|Import Error|Code Styling,Import Error|Type Checking
186,201,7da71b58b1eb9b56ac1b4423afd9da61679a706e,a4f765fa10f5588775b757a3b3bafb3194f8ac86,0.6646,Import Error|Code Styling,Import Error|Type Checking
81,208,dc63689a775dcb8f90cac9824149e21c3a868cc1,b71bbb2badf2b10a82cbf28201187592972c377d,0.6642,Type Checking,Type Checking
90,197,ff5106ea7e8f83cb7a85bbee6f2299ac736ac860,98c0877ed94c574c7a6eae2f2eb662bfcef1ba87,0.6641,Type Checking|Test Failure,Test Failure|Type Checking
86,176,f2436c62292765f014a0dd30a013035abd13c33f,6865351833c002710b5e861a4ff6bc05b74afd4b,0.6636,Type Checking|Import Error,Code Styling|Import Error
172,204,55c8c01643e65d53cf29664e5d5dc6d7307272d6,acdbed3f7aacf32067b3353d653825efd06caeac,0.6636,Test Failure|Type Checking,Import Error|Type Checking
493,446,e693b7399ee5911784f4ac4defb28baf9587f984,083b48256813564d301995020b838bfaf6055d79,0.6635,Code Styling,Code Formatting
447,488,091b008384f701eda98979586e9f051aeb6ab7e6,bb1cae1a20dd10bce644319d6fc26b1d51c1d666,0.6633,Network Error,Network Error
113,111,6aee1d58e8ce6402c48325c8c479dae84596d352,66718a2530fcc65c0adfa0a6ea380e1978c12ebe,0.6633,Type Checking,Test Failure|Type Checking
409,410,d1d58073979cfb6eb10b25f18aa061b137c20c3a,d2fc7ed0a8fbbc659c3bc88ed1a352815a3c3e71,0.6632,Dependency Error,Dependency Error
156,162,1a6efefa726610d7ca262beb8e6adf1607829dbb,3045ad82fb7ebc1182bf5d0a1d64713bec621512,0.663,Type Checking|Import Error,Code Styling|Import Error
162,179,3045ad82fb7ebc1182bf5d0a1d64713bec621512,6e5f3fc6534025b5711d84f144d3071f1ff403d2,0.6629,Code Styling|Import Error,Import Error|Code Styling
72,177,c0f40b6ac7f75f8a20f3af07f5277d97188c378f,69a56c3a1a48f96da4e8c6f71b19dfd71f3f2b8c,0.6625,Code Styling,Code Styling
