repo,id,sha_fail,error_types,fix_type,temporal_rank_all,temporal_pct_all,temporal_rank_recurrent,recurrence_count,future_count,past_count,avg_sim,rcss_score,best_past_sim,pool,role
hkuds/deepcode,280,219bc58c7f1bfe425ddc1d628ff5cda9639afc1e,Code Formatting,type_annotation_fix,3,66.7,2,1,1,0,0.6842,1.6842,0.0,eval,excluded_eval_no_mem
django-import-export/django-import-export,29,616eb3b10db94cf4a4c209377f36b2ce995bd01c,Code Formatting,minor_fix,1,0.0,1,1,1,0,0.6684,1.6684,0.0,memory,memory
systran/faster-whisper,257,bbfcebbc60b0bc5d238af2941a175f019d5b2aa4,"Code Styling, Dependency Error",minor_fix,1,0.0,1,1,1,0,0.6682,1.6682,0.0,memory,memory
systran/faster-whisper,258,0b806e8ab76c7c89d77ba91d827fbe0d52ec97b0,"Code Formatting, Dependency Error",type_annotation_fix,2,50.0,2,1,0,1,0.6682,1.6682,0.6682,eval,eval
axolotl-ai-cloud/axolotl,476,99d0e8fb13e8389c1c8ea51be1193f674aa47034,Linting,minor_fix,32,62.0,27,1,0,1,0.6594,1.6594,0.6594,eval,excluded_eval_no_mem
hacs/integration,24,d985231d83ec0cb50784548dae26236dd03bd2a6,Linting,import_fix,1,0.0,1,1,1,0,0.6584,1.6584,0.0,memory,memory
secdev/scapy,265,261adce4ce40a3fbd323f79ba7823cf8523a8110,"Code Styling, Build",import_fix,1,0.0,1,1,1,0,0.6503,1.6503,0.0,memory,memory
secdev/scapy,266,4e9d6740404d5413fce712e489e74fdb28c263ad,"Build, Code Styling",import_fix,2,50.0,2,1,0,1,0.6503,1.6503,0.6503,eval,eval
arc53/docsgpt,426,8efb5578f2c0b9ad8e539bb79ff522c50d3bb771,Dependency,import_fix,7,42.9,4,1,1,0,0.6472,1.6472,0.0,eval,excluded_eval_no_mem
browser-use/browser-use,509,851f22cb8db8b8a426589f405dc91b75efbe234c,Code Styling,minor_fix,14,50.0,11,1,0,1,0.6431,1.6431,0.6431,eval,excluded_eval_no_mem
1panel-dev/maxkb,328,285c5e3cc5594117a716edb859fc4b83c5e0bffd,Code Styling,import_fix,1,0.0,1,1,1,0,0.6428,1.6428,0.0,memory,excluded_mem_no_eval
arc53/docsgpt,429,a1890457665c07d1a31b62684d57e8c4aa98bc0f,Linting,test_fix,10,64.3,6,1,0,1,0.6425,1.6425,0.6425,eval,eval
django-import-export/django-import-export,34,cfbbed910a5d84c08f9af237cf6737502c456f66,Code Formatting,minor_fix,6,71.4,6,1,0,1,0.6401,1.6401,0.6401,eval,excluded_eval_no_mem
encode/starlette,53,58c7cde15084b1c07373c00028dbd19b85fd5e1b,Test Failure,test_fix,3,66.7,1,1,1,0,0.6396,1.6396,0.0,memory,memory
encode/starlette,304,16c48e2d1190bbc6fd907ae612921df5dd3f42f4,"Type Checking, Workflow Error",test_fix,4,100.0,2,1,0,1,0.6396,1.6396,0.6396,eval,eval
adap/flower,128,f539ef9be2b510a9bef42e224e7c601f5965bcda,Code Styling,import_fix,27,100.0,24,1,0,1,0.6389,1.6389,0.6389,eval,excluded_eval_no_mem
huggingface/diffusers,2,db6550a228941b538f340fb5b65ed16c43a21b88,Code Styling,import_fix,2,33.3,1,1,1,0,0.6363,1.6363,0.0,memory,memory
huggingface/diffusers,21,68ddb2559e616656301858d441a523ebd64a710f,Code Styling,import_fix,3,66.7,2,1,0,1,0.6363,1.6363,0.6363,eval,eval
browser-use/browser-use,503,79d3e3ca7de6cb8b16e836dfba7d12ffd8e71f42,Type Checking,config_fix,8,26.9,5,1,1,0,0.6346,1.6346,0.0,memory,memory
aider-ai/aider,97,82f33c12206d1ab7a19d4b5369a40c3016b255ee,Test Failure,test_fix,7,75.0,5,1,0,1,0.634,1.634,0.634,eval,excluded_eval_no_mem
agentscope-ai/agentscope,340,1269df3cb05ca13f7cddfb2eff4759a48060a501,Type Checking,type_annotation_fix,1,0.0,1,1,1,0,0.6335,1.6335,0.0,memory,memory
hacs/integration,26,5fea24b4a3fc4952e83474db5e7dc05af9ec76f6,Code Formatting,import_fix,3,100.0,3,1,0,1,0.6324,1.6324,0.6324,eval,excluded_eval_no_mem
canonical/cloud-init,10,ecb486addc70aecc9b28f2b30a77eaf2fd587091,"Type Checking, Code Styling",type_annotation_fix,5,80.0,3,1,0,1,0.6307,1.6307,0.6307,eval,eval
crewaiinc/crewai,574,18ec9967ccaf892188f1d7275dc36ec6b1b0e06e,Import Error,import_fix,13,100.0,9,1,0,1,0.6283,1.6283,0.6283,eval,excluded_eval_no_mem
hkuds/lightrag,238,5f349d507ced55bbb24469127b0eb9ac571f023c,Code Formatting,structural_fix,3,100.0,3,1,0,1,0.6222,1.6222,0.6222,eval,eval
beetbox/beets,16,0d26cc1482ff5080ec579b17b29f22657a20c562,Code Formatting,import_fix,1,0.0,1,1,1,0,0.6218,1.6218,0.0,memory,memory
agentscope-ai/agentscope,345,cc56de1de82a4b19a12b117697ebf21f7edcf8a1,Code Formatting,minor_fix,6,83.3,2,1,1,0,0.6203,1.6203,0.0,eval,excluded_eval_no_mem
camel-ai/camel,408,d172aa270f1f8e46342a6f6944df7765e363460b,Dependency Error,structural_fix,2,7.1,1,1,1,0,0.6197,1.6197,0.0,memory,memory
camel-ai/camel,420,f37e7e5966a4009e72e674100657575a9cb04b06,Dependency Error,minor_fix,14,92.9,12,1,0,1,0.6197,1.6197,0.6197,eval,eval
berriai/litellm,391,c043aa7250bd524fe4a9c80b20ee864b59bf7155,Type Checking,structural_fix,15,48.3,15,1,0,1,0.6192,1.6192,0.6192,eval,eval
axolotl-ai-cloud/axolotl,470,8f6f89ef939a8a2f5800f1b8e1bff2263fa88b41,Code Styling,test_fix,26,50.0,21,1,0,1,0.6189,1.6189,0.6189,eval,excluded_eval_no_mem
arc53/docsgpt,431,ccd70011ea8680e351ccdea190cc7ae52486d404,Code Styling,type_annotation_fix,12,78.6,8,1,1,0,0.6161,1.6161,0.0,eval,excluded_eval_no_mem
agno-agi/agno,174,601a9c6986f1659f3051449238c0c0c5d2ef4124,"Import Error, Type Checking",import_fix,47,55.4,47,1,0,1,0.6159,1.6159,0.6159,eval,excluded_eval_no_mem
browser-use/browser-use,499,6bdb4d59201c468bf69d4c903e0a9800329857a0,Type Checking,import_fix,4,11.5,2,1,1,0,0.6111,1.6111,0.0,memory,memory
axolotl-ai-cloud/axolotl,456,4a8ff81c3d4fa26b03a0268deb02d584d6e851ec,Type Checking,dependency_update,12,22.0,9,1,1,0,0.611,1.611,0.0,memory,excluded_mem_no_eval
locustio/locust,248,fdf5d0ecff09bdd75fcd9a15b83f381d6e08b780,Test Failure,minor_fix,2,50.0,1,1,1,0,0.6103,1.6103,0.0,memory,memory
locustio/locust,314,61b034a122453c563e1304c0977230172d5e8767,"Code Formatting, Test Failure",import_fix,3,100.0,2,1,0,1,0.6103,1.6103,0.6103,eval,eval
aider-ai/aider,69,d85078a610cbad69e8561060229aa8f35b4e1163,Test Failure,minor_fix,1,0.0,1,1,1,0,0.6098,1.6098,0.0,memory,memory
adap/flower,110,63b90b943bab2b7897e968fcea280f6a8ecc229b,Code Styling,minor_fix,9,30.8,9,1,0,1,0.6082,1.6082,0.6082,eval,excluded_eval_no_mem
eleutherai/lm-evaluation-harness,273,49fc1f68d7b34a8ce47e5bfa8ae52b19222e6528,Code Formatting,import_fix,2,50.0,1,1,1,0,0.6065,1.6065,0.0,memory,memory
eleutherai/lm-evaluation-harness,274,76de63fdc2facad254862b3db7e7f44a1e381cd2,Code Styling,import_fix,3,100.0,2,1,0,1,0.6065,1.6065,0.6065,eval,eval
aio-libs/aiohttp,360,fcb5b3b5b2febd0e703e9afa1a0d7bba12a0e985,"Type Checking, Test Failure",minor_fix,14,100.0,9,1,0,1,0.606,1.606,0.606,eval,excluded_eval_no_mem
conan-io/conan,524,2dc8938083a1e6e99ce7dd4105d32f1c5d7641a5,Test Failure,test_fix,2,4.2,2,1,1,0,0.6037,1.6037,0.0,memory,memory
aio-libs/aiohttp,353,8b959a5c872c8ee674a62b24af1fc2babab4110c,"Type Checking, Runtime Error",structural_fix,7,46.2,5,1,1,0,0.603,1.603,0.0,eval,excluded_eval_no_mem
browser-use/browser-use,520,a91c98ced7914988b5a263d91b8c476cbeaf34e5,Code Styling,import_fix,25,92.3,22,1,0,1,0.6029,1.6029,0.6029,eval,excluded_eval_no_mem
axolotl-ai-cloud/axolotl,449,255a10c026e184769fe53a1f8efa331f998b5ee4,Linting,import_fix,5,8.0,4,1,1,0,0.6016,1.6016,0.0,memory,memory
allenai/olmocr,366,261c722f561e06f100174ebd17e5b1b0aea5c1e2,"Code Formatting, Test Failure",type_annotation_fix,2,50.0,1,1,1,0,0.6013,1.6013,0.0,memory,memory
allenai/olmocr,367,359abef6547dec814c4cbaaa57b1ef4e26641888,"Code Formatting, Test Failure",test_fix,3,100.0,2,1,0,1,0.6013,1.6013,0.6013,eval,eval
camel-ai/camel,416,e9c4ddd5f996b5a4a8b82c05321573de50dbe6a9,Dependency Error,import_fix,10,64.3,8,1,1,0,0.6012,1.6012,0.0,eval,excluded_eval_no_mem
hkuds/lightrag,237,b860ffe5103cf9bc6270707dd2a7955f74f7d3fb,Code Formatting,type_annotation_fix,2,50.0,2,1,0,1,0.6011,1.6011,0.6011,eval,eval
adap/flower,104,14df8e5918cb5d6c4ca62d23b5a1f653a0e92212,Code Styling,import_fix,3,7.7,3,1,1,0,0.6006,1.6006,0.0,memory,excluded_mem_no_eval
berriai/litellm,377,b75eeee81e1a99e307d41f6d6cb02066a1beca41,Type Checking,minor_fix,1,0.0,1,1,1,0,0.6005,1.6005,0.0,memory,memory
beetbox/beets,18,b94b7e71f74eb6e8c4ef7f299c24a20f5cded2f8,Code Formatting,test_fix,3,40.0,3,1,1,0,0.6005,1.6005,0.0,eval,excluded_eval_no_mem
agno-agi/agno,190,82bdfed0cf9ff57528d78ac9ad9f1179c8e117e3,Type Checking,config_fix,63,74.7,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
axolotl-ai-cloud/axolotl,448,0b595dbf31b9d086f29791e2cc8c24c8f3851be1,Static Analysis,import_fix,4,6.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
axolotl-ai-cloud/axolotl,453,3b35eb6545a900f5944b58e397a7d43329cf2ee2,Linting,config_fix,9,16.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
axolotl-ai-cloud/axolotl,454,439519c9d5848fa03b3a62bd7a95c59ebd5b3914,Type Checking,structural_fix,10,18.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
axolotl-ai-cloud/axolotl,467,7f12bde31f3a8dbc2e465756b7a4629e9d0ae884,Type Checking,type_annotation_fix,23,44.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
axolotl-ai-cloud/axolotl,468,899c6bc86d519a4555149ab953e9c911d62de054,"Type Checking, Network Error",structural_fix,24,46.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
axolotl-ai-cloud/axolotl,477,9cb48ac877ae303717dfd7b7f2566141d6f77ba1,Type Checking,format_fix,33,64.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
axolotl-ai-cloud/axolotl,492,c5f6c8039c85e1c8c1796ebac91f258f8cb0c860,Code Styling,import_fix,48,94.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
berriai/litellm,397,c1ea39ffad1daa6e847ae4dc6811aff7e82ed8b5,Type Checking,config_fix,21,69.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
berriai/litellm,399,c31ad733519355489ad66f1efba9f208c7eee88a,Test Failure,test_fix,23,75.9,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
berriai/litellm,401,c37621bad3137cea12a330066159f5db9644695e,Code Formatting,structural_fix,25,82.8,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
berriai/litellm,404,c433503f211cd2a10654a4f4c92851bedac3a82d,Type Checking,import_fix,28,93.1,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
adap/flower,120,b2a09db583937f76160cef9629dc7d172b86dbed,Code Formatting,structural_fix,19,69.2,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
adap/flower,125,df0344c9bd80f87fed394e512d67a3138a1d8176,"Code Styling, Type Checking",import_fix,24,88.5,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
adap/flower,127,f231d50356ccfb76ed54d27e9fd32dd40e824f28,"Type Checking, Code Styling",import_fix,26,96.2,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
browser-use/browser-use,496,58c3b25cfd4d29bb38d95f411068b5bbf1b65fed,Type Checking,config_fix,1,0.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
browser-use/browser-use,498,5e1a5d6eae3111d8ff7e97e4283e42cee2ef467a,Code Styling,import_fix,3,7.7,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
browser-use/browser-use,501,6e17756e76d2a4c471575a5e5ff660d2058352f7,Dependency Error,test_fix,6,19.2,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
browser-use/browser-use,521,aa26ac1850194e02a202e7e8001abebb14467a89,Test Failure,minor_fix,26,96.2,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
conan-io/conan,530,57bfb66d105860c5dea08607c140d7ae7abf848d,Test Failure,minor_fix,8,29.2,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
conan-io/conan,536,9dba1fe9efb5435e5e0ad9c9038752d4991343b7,"Environment Error, Test Failure",minor_fix,14,54.2,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
conan-io/conan,542,b96e8f58cf2f208b16f7441b01158c46860514dd,Syntax,minor_fix,20,79.2,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
conan-io/conan,543,c55db1c25856c6c854c8557c45670aaaee4251a0,Test Failure,structural_fix,21,83.3,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
conan-io/conan,549,eb4acbc53a79e2747c5c1e33875be3e8d1acf943,Test Failure,minor_fix,25,100.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
arc53/docsgpt,376,36b5f53637cf5d45699494a41c6a26ff5e3bffe2,Code Styling,import_fix,2,7.1,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
arc53/docsgpt,424,50f5e8a9558dfa36d31f8b1758a1968d2615dc31,Code Styling,minor_fix,5,28.6,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
arc53/docsgpt,425,7e2cbdd88c51c352c84499ee1b8e47d9d2169956,Code Styling,structural_fix,6,35.7,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
arc53/docsgpt,428,9aa7f22fa67f08ff9fa2d398f1c0f850b9bc60fc,Dependency Error,import_fix,9,57.1,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
arc53/docsgpt,434,f36e8e3db8d679b426368e7fb40886a4ad3ec241,Test Failure,test_fix,15,100.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
camel-ai/camel,407,d060bc14f131099c1b8671a3e59a03704f67bb59,Configuration Error,dependency_update,1,0.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
camel-ai/camel,411,d31c3cbffdc728c53feae391e36e9e67248d0928,Import Error,import_fix,5,28.6,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
aio-libs/aiohttp,349,3fc1ead04551db5616ead6f0526403b75ff0acdc,"Code Styling, Test Failure",type_annotation_fix,3,15.4,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
aio-libs/aiohttp,350,4c387d563a3466ee7749ef3444ad470ec94b1733,"Type Checking, Dependency Error",import_fix,4,23.1,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
aio-libs/aiohttp,355,adafb541714013634f654850ffd105f3e266568c,"Type Checking, Test Failure",test_fix,9,61.5,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
aio-libs/aiohttp,357,d004843873a1eaf274622b9dd027b7de87f33e16,Test Failure,test_fix,11,76.9,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
aio-libs/aiohttp,358,e1f83f4e100052b23c77ba60e4ff95d24a237ce8,"Type Checking, Test Failure",dependency_update,12,84.6,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
crewaiinc/crewai,563,09e5a829f92d1f0c9446be6e49553e30d3cdd5a8,Type Checking,import_fix,3,16.7,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
crewaiinc/crewai,564,0b704756f6d392dc02a8e2ce3dda9d719f128690,Type Checking,structural_fix,4,25.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
crewaiinc/crewai,570,14579a7861ec02a3c8f497fcc7113eae9341dccf,Linting,import_fix,10,75.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
crewaiinc/crewai,572,166bfec208af6891791f6eb63f13d346b460b0a6,Code Styling,import_fix,12,91.7,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
avaiga/taipy,139,bbe7b82b778adbafd56d40bd00bc3aabcd5cb9c9,Type Checking,minor_fix,7,54.5,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
avaiga/taipy,141,e5031012aded0867f1d3677586c7851da537bd82,Type Checking,minor_fix,9,72.7,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
avaiga/taipy,142,e56badcacbfa6003c45430e8b618073519844b07,"Dependency Error, Import Error",import_fix,10,81.8,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
aider-ai/aider,93,4ab8faf21e04489caf1d2f0dfbace03521e90b25,Test Failure,structural_fix,3,25.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
aider-ai/aider,95,73f1acb9539c928be57de3ecb4e9d2b49da62d9f,Test Failure,test_fix,5,50.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
agentscope-ai/agentscope,341,8c1154c05bc26ae09bdc28d2dc23d95ba4d03045,Test Failure,import_fix,2,16.7,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
agentscope-ai/agentscope,342,a5c10b0775fa7cf2c1e669ed67df7379a5484b50,Test Failure,test_fix,3,33.3,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
agentscope-ai/agentscope,343,bc00327a9a8a8af77dcf76a8316ddbbefb4ad19f,Code Styling,format_fix,4,50.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
agentscope-ai/agentscope,344,c178f4b30cd2b0be4cac506dbeb648c1ec4493cf,Test Failure,dependency_update,5,66.7,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
andrewyng/aisuite,368,22825e3fd71bb273404c07d9fb2d3fbba0e9ecf6,Code Formatting,structural_fix,1,0.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
andrewyng/aisuite,369,2c0067cc759603ef930bffdbc0225479c8c5cd93,Code Formatting,import_fix,2,16.7,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
andrewyng/aisuite,370,83d739495ef5a0fd70e965b3efb70f840ce79e77,Test Failure,type_annotation_fix,3,33.3,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
andrewyng/aisuite,371,903b9c80d03035f48ee42afd56248f4d3c335e5b,Code Formatting,type_annotation_fix,4,50.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
canonical/cloud-init,6,f18f82de3e0270f6dfddf22f1f487104b2428e35,Code Styling,import_fix,1,0.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
canonical/cloud-init,7,55d2e8d4abb024997be878797d5625effad65d43,Static Analysis,test_fix,2,20.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
canonical/cloud-init,298,6f27d0e8dbbb74ef34579d283621da82ebf3ba26,"Test Failure, Code Styling",import_fix,6,100.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
beetbox/beets,297,1ab3bc774b390a52cf998b70586f980b6684375a,Code Formatting,structural_fix,6,100.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
kovidgoyal/calibre,233,5e68d7e73930685c3ec5716e576e8ff13ffa53f4,Dependency Error,structural_fix,2,20.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
kovidgoyal/calibre,310,c9c582cbef0e49bb73fb65cb83042e2e5eb849b1,Build,structural_fix,4,60.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
kovidgoyal/calibre,311,496bc88f08677236887552428dea181ff16e7e46,Build Error,import_fix,5,80.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
kovidgoyal/calibre,312,5fd445c656b537125771608dac8823bded23f826,Build Error,import_fix,6,100.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
encode/httpx,38,aa8a42bcf03f3b89575a9cce2f8af715a5121c59,Test Failure,type_annotation_fix,1,0.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
encode/httpx,40,1afe2c9cb192d3760d59190cc7892e7ac37d5e27,Type Checking,import_fix,3,50.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
encode/httpx,41,7f351340260c165e18ccd7c83dc783bb371b3797,Tooling Error,minor_fix,4,75.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
aws/aws-cli,144,0e6f97d05d68c3d66d270865c31e9060c5a5b4de,Test Failure,test_fix,2,25.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
aws/aws-cli,145,4a32a9357914d448b98bb5823f454902b92368e6,Build Error,minor_fix,3,50.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
aws/aws-cli,146,6daeaefa76ab8bfe9a6212b1e4263743079149ce,Test Failure,minor_fix,4,75.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
tobymao/sqlglot,275,16f544dc25d5d61277d32f02e4be18c10d16cf9f,Type Checking,import_fix,1,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
tobymao/sqlglot,276,2ee00eddc1bebd2fcffc4a026162e00378ebe3ae,Code Formatting,type_annotation_fix,2,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
tobymao/sqlglot,277,bddc230cc11627fdbb8bdd98b67489afcad87d98,Test Failure,test_fix,3,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
tobymao/sqlglot,324,a7b902770d8b2769920794cf4e2016525e3ea1d9,Test Failure,test_fix,4,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
tobymao/sqlglot,325,5df3ea92f59125955124ea1883b777b489db3042,Test Failure,test_fix,5,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
huggingface/diffusers,1,2c06ffa4c9d2c37846c60ad75899b4d72f214ff9,Code Formatting,import_fix,1,0.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
huggingface/diffusers,22,ba66fb81a0c8db48fed7abe833409f447b95708b,Import Error,import_fix,4,100.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
huggingface/accelerate,46,44b56e01683771fb4ca583f9ea57c67dcee8e779,Code Styling,type_annotation_fix,1,0.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
encode/starlette,51,e21f666b44b5c2ddf22f9a9d057787811dc92a30,Type Checking,structural_fix,1,0.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
encode/starlette,52,cc0b066c05947c2a356d063d0137685205709c3e,Test Failure,import_fix,2,33.3,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
encode/uvicorn,54,0b93d2da3b721c80dcb6a2993a23876a97498dd5,Test Failure,minor_fix,1,0.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
encode/uvicorn,305,207b861fbc10acc867a6f04eae0b4c866d1e508d,"Tooling Error, Test Failure",type_annotation_fix,2,33.3,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
hkuds/deepcode,279,238a409674f147334f43788013fdfa766fd8035c,Linting,structural_fix,2,33.3,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
kovidgoyal/kitty,223,e6f35571a577e5f0d2e2754871242438de3404de,"Test Failure, Code Styling",import_fix,1,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
kovidgoyal/kitty,224,b94d6dc7134d3bf6b510a164f1b7f02e4610cdbc,"Test Failure, Type Checking",dependency_update,2,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
kovidgoyal/kitty,225,34ae42cf302d34e412ea2c95f6a2058438cc2aac,"Type Checking, Test Failure",import_fix,3,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
kovidgoyal/kitty,313,4ffacbbe801b90aa147af206809b8c610ccbcefb,Dependency Error,config_fix,4,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
python/cpython,213,7ab76a8fcbc8388a54cc0ca3caaaac5a56bbe680,Test Failure,test_fix,1,0.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
python/cpython,320,6066f06de3275801b19af5f23ccb5e3940991e60,Code Formatting,import_fix,4,100.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
openai/openai-python,229,b7c2ddc5e5dedda01015b3d0e14ea6eb68c282d3,Code Styling,import_fix,2,33.3,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
openai/openai-python,230,03f8b88a0d428b74a7822e678a60d0ef106ea961,Test Failure,type_annotation_fix,3,66.7,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
airbytehq/airbyte,361,1b0318d0f4d5b14fb18e025781bd9922e9c6d06f,Code Formatting,structural_fix,1,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
airbytehq/airbyte,362,5457d8f7169d6a1855367a7cb56ff9658f972421,Code Formatting,config_fix,2,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
airbytehq/airbyte,363,e3b35e51ceb12ec20f362927d38c03c990031af4,Code Formatting,import_fix,3,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
airbytehq/airbyte,364,eff8e29d670e06a40ccb39af8fef5c600bc5053a,Code Formatting,type_annotation_fix,4,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
mwaskom/seaborn,56,6cbb12e47665eda2c687b4431d6ce789e74ea4a4,Test Failure,import_fix,1,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
mwaskom/seaborn,57,2201be21886bb82201f3c3487f5f1468f6e6ac81,"Runtime Error, Code Styling",import_fix,2,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
mwaskom/seaborn,58,785242b646b54a33547ff1298cb945a05c24aa4c,Test Failure,test_fix,3,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
pygithub/pygithub,281,9ecbaeeb4d8db618ccdb6cb81f5edf4ba2c8b8de,Dependency,import_fix,1,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
pygithub/pygithub,282,20a0e348143cc9f47432d087a62ad5c2a4040fe2,Dependency Error,type_annotation_fix,2,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
pygithub/pygithub,283,6033729f8ed6df96607e43cb8739cd481b895519,"Dependency Error, Type Checking",type_annotation_fix,3,,—,0,0,0,0.0,0.0,0.0,—,excluded_singleton
pallets-eco/flask-admin,316,026bbd5ffd1394338d51c1c0c5c8209205ae33ed,Code Formatting,type_annotation_fix,3,100.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
HKUDS/LightRAG,292,ce28f30ca68a2e0469f14beb1b4d65a4633d211e,Code Formatting,structural_fix,1,0.0,—,0,0,0,0.0,0.0,0.0,singleton,excluded_singleton
